Text,source_name,source_code
Access to the Internet should be recognized as a basic human right in today's increasingly digital world. As technology,anthropic,2
"In the modern digital age, most of us share vast amounts of personal information online, from our photos and messages to",anthropic,2
"LONDON, England (CNN) -- Suits were swapped for jeans and sneakers throughout London's financial district today, as bankers heeded warnings to dress down to avoid the potential wrath of G-20 protestors. Bankers in London head to work in casual attire. Many city workers have been urged to dress down to avoid attention from protesters. ""Only about 20 percent of people probably just refused to dress down. Everybody else is in jeans,"" said Jesse Feldman, a banker at French investment bank, Société Générale. All week banks and investment firms located in London's City neighborhood have been advising employees to not dress in regular business attire. ""Staff are permitted to wear casual clothing -- jeans/trainers -- commencing March 30.",human,0
"Paper substrates are promising for development of cost-effective and efficient point-of-care biosensors, essential for public healthcare and environmental diagnostics in emergency situations. Most paper-based biosensors rely on the natural capillarity of paper to perform qualitative or semi-quantitative colorimetric detections. To achieve quantification and better sensitivity, technologies combining paper-based substrates and electrical detection are being developed. In this work, we demonstrate the potential of electrical measurements by means of a simple, parallel-plate electrode setup towards the detection of whole-cell bacteria captured in nitrocellulose (NC) membranes. Unlike current electrical sensors, which are mostly integrated, this plug and play system has reusable electrodes and enables simple and fast bacterial detection through impedance measurements.",human,0
"As the nation continues to grapple with the aftermath of the tragic shooting of Trayvon Martin, a 17-year-old African American teenager who was gunned down by a neighborhood watch volunteer in Florida, the issue of racial profiling by law enforcement has once again taken center stage. While President Barack Obama and Attorney General Eric Holder have made efforts to address this issue, many in the African American community feel that more needs to be done to truly end racial profiling by law enforcement. Racial profiling, which involves the targeting of individuals based on their race, ethnicity, or national origin, is a pervasive problem that affects communities of color across the United States.",meta,3
"A Saudi cleric who once headed Mecca's religious police has received death threats after his wife appeared with him on TV wearing make-up without a veil. Sheikh Ahmed al-Ghamdi and his wife told the audience of a chat show that Islam does not require women to hide their faces behind a niqab in public. However his 'radical' views have created a storm of controversy after his smiling wife, Jawaher bint Al-Sheikh Ali, was seen uncovered, even wearing nail varnish. Controversial: Sheikh Ahmad al-Ghamdi, seen here, and his wife told the audience of national television show that Islam doesn't require women to hide their faces behind a niqab in public.",human,0
Particle-wave duality in double-slit experiments is quantitatively formalized through Englert-Greenberger-Yasin complementarity relation bounding path information and interference visibility.,anthropic,2
"This cross-sectional study assessed intentions to perform non-pharmaceutical protective behaviors during influenza outbreaks in the context of a recent nationwide vaccination campaign for people aged 65 and older in Sweden. Using an online survey, we collected responses from 277 elderly participants over age 65 and investigated determinants associated with their concerns about coronavirus disease (COVID-19), self-protective behavior intentions, and vaccination uptake intention. Results show that perceived risk of severe disease was strongly associated with both self-protective behavior intentions and with increased likelihood to get vaccinated against influenza in upcoming seasons; likewise, trust in health authorities was also found to be related both to intent on engaging in protective behaviors as well as recipient’s vaccine uptake.",openai,4
The study's findings contribute to the ongoing discourse in the field.,openai,4
"Bivariate linear mixed models are useful when analyzing longitudinal data of two associated markers. In this paper, we present a bivariate linear mixed model including random effects or first-order auto-regressive process and independent measurement error for both markers. Codes and tricks to fit these models using SAS Proc MIXED are provided. Limitations of this program are discussed and an example in the field of HIV infection is shown. Despite some limitations, SAS Proc MIXED is a useful tool that may be easily extendable to multivariate response in longitudinal studies.",human,0
Mechanical metamaterial programmability through geometric frustration enables multi-stability with independently addressable unit cells responsive to localized actuation inputs.,anthropic,2
"i dont like solving problems, its too hard",human,0
"In an increasingly complex and unpredictable world, it is fair and prudent for insurers and lenders to utilize credit sc",anthropic,2
The article focuses on the development of molecular circuits using graphene nano-ribbon junctions. The researchers used a combination of experimental and theoretical approaches to investigate the electronic and transport properties of these junctions. The study found that the graphene nano-ribbon junctions exhibit excellent electronic properties and can be used to build efficient molecular circuits. The outcomes of the study suggest that graphene nano-ribbon junctions could be a promising candidate for the development of future molecular electronics and nanoelectronics devices.,openai,4
"Alessandro Miccoli had surgery after discovering he had a potentially fatal heart condition . Standing . on stage, ready to begin his next number, rock musician Alessandro . Miccoli, 28, felt his heart pounding. 'Within seconds my chest had . tightened up - I could hardly breathe and the arteries on either side of . my neck were sticking out as thick as pencils,' he says. 'I could . see my clothes moving with the power of my heartbeat. The pain was . agonising, and I was terrified I was about to have a heart attack.' Somehow, . he got through the song, then crawled backstage, where an ambulance was . called.",human,0
"A pathogenetic study of pleural effusion disease (PED) in rabbits was made, using the virulent PED agent or virus (PEDV) and an avirulent derivate of this isolate. Independent of infective dose within the range examined, the virulent isolate caused fatal clinical disease, whereas the avirulent isolate caused subclinical infection. The two isolates differed in rapidity of initial spread of infection and in the maximum virus titres in serum, but they both resulted in a similar low level persisting viraemia. Circulating virulent virus gradually became avirulent during the viraemia. Avirulent infection induced protective immunity to virulent challenge during the first week after primary infection, but full clinical protection was not established until after the fourth week.",human,0
"This research paper presents a comparative analysis of the avian cloacal viromes across two geographically distinct regions, revealing geographic bias in virus discovery. By employing metagenomic sequencing of free-living birds in both Palearctic and Neotropical areas, this study captures the preeminent diversity of viruses present among these bird species. From our results, we can observe that despite differences between regionally endemic virus taxa composition, there is still overlap between them; highlighting the complexity behind microbial communities distributions among different geographical locations. Our findings point to specific phylotypes shared by these two groups being limited to only certain virus genera, shedding light on expanding worldwide replicating mechanisms for many similar viral genomes prevalent throughout both climates zones.",openai,4
"In a shocking turn of events, a new book by Italian journalist and author, Andrea Vogt, has shed light on the highly publicized Amanda Knox case, revealing that the majority of what the public has been led to believe about the American exchange student is, in fact, false. For those who may have been living under a rock, Amanda Knox was a 20-year-old University of Washington student who was accused of murdering her roommate, Meredith Kercher, in Perugia, Italy in 2007. The case drew international attention due to its gruesome nature and the sensationalized media coverage that followed. Knox, who was initially found guilty and sentenced to 26 years in prison, was later acquitted in 2011 after an appeal.",meta,3
"Social media companies should not be required to label AI-generated content for several key reasons:
First, it would be",anthropic,2
", Political Correspondent . Last updated at 8:52 AM on 5th July 2011 . A council boss who earned more than the Prime Minister has left her job with a £219,000 pay-off after being accused of bullying and claiming excessive expenses. Andrea Hill, chief executive of Suffolk County Council, has quit the local authority after three years of controversy. She repeatedly defied calls from the Government to take a 10 per cent pay cut – even though she earned around £75,000 more than David Cameron’s salary of £142,500. Suffolk County Council chief executive Andrea Hill had been on paid leave since Easter but has stepped down . The 47-year-old also faced criticism over her ‘domineering management style’.",human,0
"Endoplasmic reticulum (ER)-associated degradation (ERAD) is the main mechanism of targeting ER proteins for degradation to maintain homeostasis, and perturbations of ERAD lead to pathological conditions. ER-degradation enhancing α-mannosidase-like (EDEM1) was proposed to extract terminally misfolded proteins from the calnexin folding cycle and target them for degradation by ERAD. Here, using mass-spectrometry and biochemical methods, we show that EDEM1 is found in auto-regulatory complexes with ERAD components. Moreover, the N-terminal disordered region of EDEM1 mediates protein–protein interaction with misfolded proteins, whilst the absence of this domain significantly impairs their degradation. We also determined that overexpression of EDEM1 can induce degradation, even when proteasomal activity is severely impaired, by promoting the formation of aggregates, which can be further degraded by autophagy.",human,0
"Franz Muller, known as the first train murderer, was hanged for the killing of Thomas Briggs in 1864 . It was the story that gripped the nation: a well-to-banker bludgeoned to death in a first-class train carriage on his way home from work. The suspect then fled abroad and, in what must be the slowest police chase ever, a Metropolitan Police detective chased him by boat across the Atlantic before he could make his arrest. Such was the interest in the murder of 70-year-old Thomas Briggs on the 9.45pm train from Fenchurch Street to Hackney Wick on 9 July 1864, it even knocked the American Civil War off the front pages.",human,0
"We propose a new algorithm to the problem of polygonal curve approximation based on a multiresolution approach. This algorithm is suboptimal but still maintains some optimality between successive levels of resolution using dynamic programming. We show theoretically and experimentally that this algorithm has a linear complexity in time and space. We experimentally compare the outcomes of our algorithm to the optimal ""full search"" dynamic programming solution and finally to classical merge and split approaches. The experimental evaluations confirm the theoretical derivations and show that the proposed approach evaluated on 2D coastal maps either show a lower time complexity or provide polygonal approximations closer to the input discrete curves.",human,0
"The aim of this study was to report unusual progression of type 2 macular neovascularization (MNV) associated with age-related macular degeneration (AMD), high myopia or angioid streaks. Retrospective multicentric observational case series data were used. Eyes that progressed from type 2 MNV secondary to AMD, high myopia or angioid streaks to fibrovascular pigment epithelial detachment (PED) were included. A total of 29 treatment-naive eyes from 29 patients with type 2 MNV secondary to AMD (n = 14), high myopia (n = 10) or angioid streaks (n = 5) that progressed to a fibrovascular PED on Spectral Domain-Optical Coherence Tomography were used. This progression occurred within 3 months after anti-VEGF therapy initiation.",human,0
"• oropharynx—enlarged tonsils, retropharyngeal abscess, obesity, post-nasal drip • larynx—laryngeal edema, laryngostenosis, laryngocele, epiglottitis, anaphylaxis, severe laryngopharyngeal reflux, and laryngospasm • vocal cords—vocal cord dysfunction, paralysis, hematoma, tumor, cricoarytenoid arthritis",human,0
"Sex differences in morbidity and mortality have been reported in the cystic fibrosis (CF) population worldwide. However, it is unclear why CF women have worse clinical outcomes than men. In this review, we focus on the influence of female sex hormones on CF pulmonary outcomes and summarise data from in vitro and in vivo experiments on how oestrogen and progesterone might modify mucociliary clearance, immunity and infection in the CF airways. The potential for novel sex hormone-related therapeutic interventions is also discussed.",human,0
"Systematic efforts have been carried out to study ageism against older populations. Less is known about ageism against younger populations, including how it is defined, how it manifests, its effects, and how it can be addressed. A scoping review was conducted aimed at identifying available evidence on these topics. A comprehensive search strategy was used across thirteen databases, including PubMed, EMBASE, and CINAHL. Records were screened by two independent reviewers. Data extraction was done by one rater and independently reviewed by a second rater. Of the 9270 records identified, 263 were eligible for inclusion.",human,0
Quantum simulation of fermionic Hubbard model at half filling on superconducting processors implements Jordan-Wigner transformation mapping fermion operators to qubit Pauli strings.,anthropic,2
", the characters have a freshness and modesty that transcends their predicament .",human,0
"The construction, expression and enhanced anti-tumor activity of YM101: a bispecific antibody simultaneously targeting TGF-β and PD-L1 is an innovative study in the area of cancer immunotherapy. Bispecific antibodies combining two different targets offer novel opportunities due to their ability to affect multiple signaling pathways at once. In this work we show how by developing an appropriate ScFv glycosylation pattern, it can be possible to construct a high affinity gene encoded bispecific IgG antibody with improved antigen binding avidity. We have successfully expressed YM101 which was subsequently subjected to functional evaluation where vast improvements in its binding strength for both antigens were observed.",openai,4
"FIFTY, October 12, 2014 - For many approaching their golden years, the world can start to blur. Cataracts, a common age-related eye condition, can cloud vision, making everyday tasks like reading or driving a challenge. But what if there was a way to make the often-dreaded cataract surgery experience a little more… upbeat? Enter Dr. Amelia Bright, a renowned ophthalmologist at the Sunnyside Eye Clinic in San Francisco, and her unique approach to patient care: personalized pre-surgery mixtapes. ""I wanted to find a way to ease anxiety and create a more positive experience for my patients,"" Dr. Bright explains. ""Music has a powerful effect on our emotions, and I believe it can be a valuable tool in managing stress."" Dr.",google,1
", there's no shortage of advice on how to raise a happy, healthy child. From the importance of breast milk to the benefits of tummy time, it can be overwhelming to keep track of it all. But one simple yet powerful practice has been gaining attention in recent years: reading to your baby. Research suggests that reading to your 6-month-old can have a profound impact on their cognitive, social, and emotional development. In fact, a study published in the Journal of Developmental & Behavioral Pediatrics found that babies who were read to regularly had a significant advantage in language skills and literacy by the age of 3.",meta,3
"In vector borne diseases the human hosts' epidemiology often acts on a much slower time scales than the one of the mosquitos which transmit the disease as a vector from human to human, due to their vastly different life cycles. We investigate in a model with susceptible (S), infected (I) and recovered (R) humans and susceptible (U) and infected (V) mosquitoes in how far the fast time scale of the mosquito epidemiology can be slaved by the slower human epidemiology, so that for the understanding of human disease data mainly the dynamics of the human time scale is essential and only slightly perturbed by the mosquito dynamics.",human,0
"Actress and activist Eva Longoria is beaming with joy as she shares a heartwarming pregnancy photo with her fans. The 43-year-old star, who is expecting her third child with husband José Bastón, recently posted a sweet snapshot on social media that has captured the hearts of many. In the adorable photo, Longoria is seen snuggled up with her husband and their two children, Santiago and Stella, in a cozy living room setting. The actress is sporting a warm smile as she cradles her baby bump, while Bastón looks lovingly at his wife and children. The family's adorable moment is made even more special by the festive holiday decorations surrounding them, hinting that the photo was taken during the Christmas season.",meta,3
"Date: August 19, 2017 Boston, MA - In a heartening display of community solidarity and resistance, hundreds of counter-protesters gathered in Boston's City Hall Plaza yesterday, ready to face off against a group of white supremacists who had planned to hold a rally in the city. However, the white supremacist group, known as the ""Nationalist Front,"" ultimately failed to materialize, citing concerns for their safety. Despite the lack of opposition from the white supremacist group, the counter-protesters, who were largely made up of members of the local community, activists, and allies, still showed up in force, armed with an array of creative and inspiring signs.",meta,3
"Primary ciliary dyskinesia (PCD) is a genetically heterogeneous, rare lung disease resulting in chronic oto‐sino‐pulmonary disease in both children and adults. Many physicians incorrectly diagnose PCD or eliminate PCD from their differential diagnosis due to inexperience with diagnostic testing methods. Thus far, all therapies used for PCD are unproven through large clinical trials. This review article outlines consensus recommendations from PCD physicians in North America who have been engaged in a PCD centered research consortium for the last 10 years. These recommendations have been adopted by the governing board of the PCD Foundation to provide guidance for PCD clinical centers for diagnostic testing, monitoring, and appropriate short and long‐term therapeutics in PCD patients. Pediatr Pulmonol. 2016;51:115–132. © 2015 The Authors.",human,0
"Starfish have been mysteriously dying by the millions in recent months along the US west coast, worrying biologists who say the sea creatures are key to the marine ecosystem. Scientists first started noticing the mass deaths in June 2013. Different types of starfish, also known as sea stars, were affected, from wild ones along the coast to those in captivity, according to Jonathan Sleeman, director of the US Geological Survey's National Wildlife Health Center. 'The two species affected most are Pisaster ochraceus (purple sea star or ochre starfish) and Pycnopodia helianthoides (sunflower sea star),' he wrote in a statement in December. Mystery: Millions of starfish on the west coast are dying - and scientists have no idea why .",human,0
"Applications from finance to epidemiology and cyber-security require accurate forecasts of dynamic phenomena, which are often only partially observed. We demonstrate that a system’s predictability degrades as a function of temporal sampling, regardless of the adopted forecasting model. We quantify the loss of predictability due to sampling, and show that it cannot be recovered by using external signals. We validate the generality of our theoretical findings in real-world partially observed systems representing infectious disease outbreaks, online discussions, and software development projects. On a variety of prediction tasks—forecasting new infections, the popularity of topics in online discussions, or interest in cryptocurrency projects—predictability irrecoverably decays as a function of sampling, unveiling predictability limits in partially observed systems.",human,0
Balancing on a tightrope 450ft above a canyon Emily Sukiennik briefly locked eyes with her husband-to-be as he hurtled past her. Her fiancé Mark Solper had just thrown himself off the top of the rocky outcrop and the ground was racing up to meet him. But after the briefest of loving glances she continued with her death-defying 65ft-long wire walk above the gorge. The look of love: Emily Sukiennik briefly locked eyes with husband-to-be Mark Solper as he hurtled past her . Balancing precariously 450ft in the sky Miss Sukiennik stole the briefest of glances as Mr Solper sped past . Thrill-seeker Mr Solper yelled and screamed with enjoyment as he sailed through the air .,human,0
"In the modern digital age, most of us share vast amounts of personal information online, from our photos and messages to",anthropic,2
"A recombinant DNA probe with specificity for the 3′ end of genomic RNA from the Ark 99 strain of infectious bronchitis virus (IBV) was found to hybridize with extracted RNA of three strains with the Ark serotype, as well as the Mass41, Holl52, Gray, JMK, Conn, Fla and SE17 strains of IBV. Viral infection was detected in the cytoplasm of chicken embryo kidney cells inoculated with Mass41, Ark99, SE17 or two recent field isolates of IBV using in situ cytohybridization and a biotinylated probe. In vivo infections were detected in individual cells of tracheas and lungs 2, 4, and 6 days after inoculation of chicks with Mass41 and Ark99.",human,0
"Every parent wants their child to grow up happy and successful. But in today's competitive world, one quality stands out as crucial: self-confidence. It's the bedrock upon which children build resilience, pursue their dreams, and navigate the inevitable challenges life throws their way. But how do we, as parents, foster this essential trait in our kids? Dr. Emily Carter, a renowned child psychologist based in Chicago, believes the answer lies in shifting our focus from external validation to internal strength. ""We often fall into the trap of praising our children for achievements, which can inadvertently create a dependence on external approval,"" Dr. Carter explains.",google,1
The requirement for recreational drone pilots to register and undergo testing is an overreach of government regulation t,anthropic,2
"18 Random Acts Of Kindness To Spread Cheer As the world celebrates the 50th anniversary of the Easter holiday, people from all walks of life are coming together to spread kindness and joy to those around them. In a heartwarming display of generosity, 18 individuals from the small town of Willow Creek, USA, have embarked on a mission to perform 18 random acts of kindness, one for each year of the Easter holiday's golden anniversary. The initiative, dubbed ""Easter Cheer,"" was born out of a desire to bring the community closer together and remind people of the importance of kindness and compassion.",meta,3
"i dont care about confounding variables, just give me the results",human,0
"A police inquiry has been launched into the deaths of a number of patients who were treated by colorectal surgeon Sudip Sarker (pictured) Police are investigating the deaths of at least three NHS patients operated on by a cancer surgeon. Sudip Sarker, 44, had double the death rate of other doctors while working as a consultant general surgeon at Worcester Royal Hospital and the Alexandra Hospital, Redditch. One in five of his patients had to be readmitted after procedures he carried out, according to a report by the Royal College of Surgeons (RCS). He was referred to the RCS in July 2012 after colleagues raised concerns about his work as a colon and bowel keyhole surgery specialist.",human,0
"New York, November 17, 2017 - The art world is abuzz with excitement and apprehension following the unveiling of ""The Lady of the Azure Veil,"" a newly discovered painting attributed to Leonardo da Vinci. Estimated at a staggering $450 million, the artwork, depicting a woman in a flowing blue gown against a backdrop of a misty landscape, has been hailed as a potential masterpiece by some, while others, particularly art historians, remain deeply skeptical. The painting surfaced in the collection of a private collector in Geneva, Switzerland, who claims to have inherited it from a distant relative.",google,1
"BACKGROUND: Telemonitoring could offer solutions to the mounting challenges for health care and could improve patient self-management. Studies have addressed the benefits and challenges of telemonitoring for certain patient groups. OBJECTIVE: This paper will examine the nationwide uptake of telemonitoring in chronic care in the Netherlands from 2014 to 2019 by means of an annual representative survey among patients and health care professionals. METHODS: Between 2014 and 2019, approximately 2900 patients with chronic diseases, 700 nurses, and 500 general practitioners (GPs) and medical specialists received a questionnaire. About 30 questions addressed topics about the use of eHealth and experiences with it, including data about telemonitoring.",human,0
wrong with a comedy where the only belly laughs come from the selection of outtakes tacked onto the end credits,human,0
"The pungent aroma of cannabis is no longer confined to the shadows. Across America, a green revolution is sweeping the nation, fueled by a growing acceptance of marijuana and its potential benefits. From bustling urban centers to sleepy rural towns, the conversation around cannabis is changing, and the reasons behind this shift are as diverse as the country itself. While the debate over legalization continues to rage, one thing is clear: America has fallen in love with weed. Environmental Concerns Fueling the Shift The environmental impact of traditional agriculture is a growing concern, with pesticides, herbicides, and water usage taking a heavy toll on the planet. Cannabis, on the other hand, presents a more sustainable alternative.",google,1
"Date: April 30, 2018 Location: Moscow, Russia Category: WORLD NEWS In a bold display of dissent, thousands of protesters gathered in Moscow's central streets on Sunday, calling for an end to the Russian government's restrictive internet policies. The rally, which drew a diverse crowd of activists, bloggers, and ordinary citizens, marked one of the largest protests against internet censorship in the country's recent history. The protesters, many of whom carried signs and banners with slogans such as ""Free Internet"" and ""No to Censorship,"" converged on Moscow's Pushkin Square, a hub of public gatherings and demonstrations. The rally was organized by a coalition of opposition groups, including the Internet Freedom Movement and the Russian Union of Journalists.",meta,3
"As families across the nation gear up for the long Labor Day weekend, many are planning outdoor barbecues, picnics, and trips to the beach. While these festivities are a welcome respite from the summer heat, it's crucial to remember that our furry companions need extra care and attention during these celebrations. The American Veterinary Medical Association (AVMA) reminds pet owners to prioritize their animals' safety during the holiday weekend, offering several tips to ensure a fun and stress-free experience for both humans and pets. Outdoor Hazards: * Heatstroke: Dogs and cats are particularly susceptible to heatstroke, especially in hot weather. Never leave your pet unattended in a parked car, even for a short period.",google,1
"A heated debate continues to rage on college campuses across the nation regarding the standard of proof used in sexual assault investigations. While some advocate for the higher ""beyond a reasonable doubt"" standard, a group of prominent law professors has defended the use of the ""preponderance of the evidence"" standard in campus rape cases. The professors, who gathered for a panel discussion at the annual American Association of Law Schools conference in San Francisco, argued that the preponderance standard, which requires a finding that the accused is more likely than not to have committed the assault, is appropriate for campus disciplinary proceedings.",google,1
Tottenham are considering a move for Aston Villa defender Ron Vlaar and could use midfielder Lewis Holtby as a makeweight. The Dutch centre-back is in demand after helping his country reach the World Cup semi-finals in Brazil earlier this month. Tottenham are also prepared to offer Michael Dawson in a player-plus-cash deal but he is reluctant to leave London. Enhanced reputation: Ron Vlaar is wanted by Tottenham after impressing at the World Cup . Disposable: Michael Dawson and Lewis Holtby could be offered to Aston Villa in exchange for Vlaar . Slight adjustments: Mauricio Pochettino wants to bring in some new faces to Tottenham . Southampton are also keen on Vlaar as they bid to replace Liverpool-bound Dejan Lovren.,human,0
"BACKGROUND: We aimed to compare the clinical characteristics of patients with community-acquired pneumonia (CAP), healthcare-associated pneumonia (HCAP), and hospital-acquired pneumonia (HAP) caused by Klebsiella pneumoniae and analyze the antimicrobial resistance and proportion of hypervirluent strains of the microbial isolates. METHODS: We conducted a retrospective study on patients with pneumonia caused by K. pneumoniae at the Taipei Veterans General Hospital in Taiwan between January 2014 and December 2016. To analyze the clinical characteristics of these patients, data was extracted from their medical records. K. pneumoniae strains were subjected to antimicrobial susceptibility testing, capsular genotyping and detection of the rmpA and rmpA2 genes to identify hypervirulent strains. RESULTS: We identified 276 patients with pneumonia caused by K. pneumoniae, of which 68 (24.6%),",human,0
"the silly spy vs. spy film the sum of all fears , starring ben affleck , seem downright hitchcockian",human,0
"BACKGROUND: Chronic pain is one of the most common and debilitating health conditions. Treatments for chronic low back pain typically focus on biomedical treatment approaches. While psychosocial treatments exist, multiple barriers prevent broad access. There is a significant unmet need for integrative, easily accessible, non-opioid solutions for chronic pain. Virtual reality (VR) is an immersive technology allowing innovation in the delivery of behavioral pain treatments. Behavioral skills-based VR is effective at facilitating pain management and reducing pain-related concerns. Continued research on these emerging approaches is needed. OBJECTIVE: In this randomized controlled trial, we seek to test the efficacy of a self-administered behavioral skills-based VR program as a nonpharmacological home-based pain management treatment for people with chronic low back pain (cLBP).",human,0
"Prescription drug costs in the U.S. far exceed those in other developed nations, placing a huge financial burden on thos",anthropic,2
"We review recent results from the X-ray timing of accreting millisecond pulsars in Low Mass X-ray Binaries. This is the first time a timing analysis is performed on accreting millisecond pulsars, and for the first time we can obtain information on the behavior of a very fast pulsar subject to accretion torques. We find both spin-up and spin-down behaviors, from which, using available models for the accretion torques, we derive information on the mass accretion rate and magnetic field of the neutron star in these systems.",human,0
"British troops are being sent to Ukraine to help the country defend itself against Russia, David Cameron announced today. About 75 soldiers will be deployed to carry out tactical intelligence and some basic 'defensive' infantry training. The revelation came as the Prime Minister warned there would be 'dreadful' consequences to appeasing Vladimir Putin. In a clear reference to the Second World War, Mr Cameron said Britain had 'made these mistakes' before, adding: 'It's not a sensible thing to do.' Mr Cameron said the Russian President's goal was to swallow up swathes of territory on its border.",human,0
"In a surprising move, the Obama administration has reversed its stance on a proposed college rating system, sparking debate among educators and policymakers. The decision marks a significant shift in the administration's approach to higher education reform. Just last year, the White House unveiled a plan to create a college rating system, which would have evaluated institutions based on factors such as graduation rates, affordability, and job placement. The system was designed to help students and families make informed decisions about which colleges to attend. However, after facing intense opposition from colleges and universities, the administration has decided to abandon the rating system in its current form.",meta,3
"This study investigated the age-related changes in glycogen synthase activity in rat muscle, a key enzyme related to energy storage and supply. In prior studies, it has been shown that aging results in decreased metabolic efficiency leading to altered body composition and lower physical performance. This research sought to identify whether potential alterations occur at earlier ages than previously documented by measuring glycogen synthase activities from 12-, 20-, 28- and 36-week old rats’ skeletal muscles. The hypothesis was that glycogen synthase activity decreases with age, potentially resulting in energy deficits affecting metabolism and health status over time. Results showed significant differences between the four tested time points, reflecting age-related declines of this crucial metabolic enzyme as predicted.",openai,4
"Clinical features of traveler's diarrhea (TD) were studied among 126 adult Finnish tourists who developed this illness during or shortly after a visit to Morocco. Enteric pathogens were identified in 76 (60%) of cases, whereas the etiology remained unidentified in 50 cases (40%). Patients with an identified pathogen did not differ from those with TD of unknown etiology in terms of the time of onset of illness or the median frequency of unformed stools in the first 24 hours. In contrast, the median frequency of unformed stools between 24 and 48 hours (i.e., on the second day) was 1.0 among patients with no pathogen and 2.0 among those with enteric pathogens identified (P < .001).",human,0
"This study aims to explore the potential of NOX enzymes as therapeutic targets in acute lung injury (ALI). In particular, we will focus on ALI caused by systemic inflammatory response syndrome or sepsis. The role of reactive oxygen species and their regulation by NOX enzymes has been shown in animal models and clinical trials, suggesting that targeting these enzymes may offer a novel solution for improved management of ALI. Through an in-depth evaluation of the current literature, this paper will analyze the relationship between NOX enzyme dysregulation and ALI pathogenesis, along with proposed therapeutic strategies utilizing targeted inhibition approaches. Additionally, this research will consider drug safety profiles associated with treatment using inhibitors specific towards individual classes of NOX enzyme activities.",openai,4
"In critical Internet of Things (IoT) application domains, such as the Defense Industry and Healthcare, false alerts have many negative effects, such as fear, disruption of emergency services, and waste of resources. Therefore, an alert must only be sent if triggered by a correct event. Nevertheless, IoT networks are exposed to intrusions, which affects event detection accuracy. In this paper, an Anomaly Detection System (ADS) is proposed in a smart hospital IoT system for detecting events of interest about patients’ health and environment and, at the same time, for network intrusions. Providing a single system for network infrastructure supervision and e-health monitoring has been shown to optimize resources and enforce the system reliability.",human,0
"As the clock strikes midnight on New Year's Eve, millions of people around the world make a promise to themselves to start the year off on the right foot. Whether it's to lose weight, exercise more, or simply eat healthier, many of us vow to make positive changes to our lifestyles. However, one of the biggest obstacles to achieving our goals is often the temptation of tasty, yet unhealthy snacks. In an effort to help you stay on track, we've compiled a list of 13 delicious snacks that are not only nutritious but also won't derail your resolutions. From crunchy fruits and veggies to protein-packed bites, these snacks are perfect for munching on the go or as a quick pick-me-up.",meta,3
"Antibody titers to a group of viral antigens have been determined in sera from patients with systemic lupus erythematosus (SLE), control groups with inflammatory diseases and normals. Mean titers in SLE sera for all viruses tested were significantly greater than in four control groups, but not greater than in active tuberculosis, both by the complement‐fixation (CF) and hemagglutination‐inhibition (HI) methods. By the CF method, only measles virus showed significantly higher titers in SLE than in all control groups; by the HI method, measles antibody titers were higher in SLE than in all groups but tuberculosis. There was no correlation between antibody titers and gammaglobulin levels.",human,0
"This article examines the concepts of health, disease, and illness as they are used in biomedical discourse. By delving into this topic from a cross-cultural perspective, it seeks to explore how different individuals may ascribe subjective meanings to each of these terms based on their individual world views. Using various data sources such as textual analyses and surveys, the authors trace how perceptions related to health, disease, and illness have shifted over time due to advances in medical science and technology. With implications for public health policies around the world, this study aims at providing valuable insights into how better understanding wide variations in conceptualizations is essential for devising effective interventions that are tailored towards individuals’ needs.",openai,4
"For years, I lived a life shrouded in a fog. It wasn't a literal fog, but a mental one, thick with anxiety and heavy with the weight of depression. I was a successful lawyer, had a loving family, and a beautiful home in suburban Chicago. On paper, I had it all. Yet, every day felt like an uphill battle against an invisible enemy that gnawed at my insides. The anxiety manifested in a constant state of unease, a racing heart that wouldn't slow down, and a mind that wouldn't shut off. I was plagued by intrusive thoughts, worrying about everything from minor inconveniences to catastrophic events. Sleep became a luxury I rarely afforded myself, and even simple tasks felt overwhelming.",google,1
"The study's limitations are openly discussed, recognizing potential biases.",openai,4
"'The Royal Army Dental Corps today: a comparative evaluation of military oral healthcare delivery amid two continental operations’ This paper evaluates the dental health services provided by the UK's Royal Army Dental Corps (RADC) in two recent major European operations and assesses their contribution to overall health outcomes. The RADC provides comprehensive operational clinical dental care, along with preventative measures such as general oral health promotion activities. In order to explore these interventions, we analyse field reports detailing cases of acute dental problems presented during humanitarian relief missions in 2018 and 2020. Additionally, this paper compares the effectiveness of different methods used for delivering those services while incorporating feedback from service personnel within its analysis.",openai,4
Primordial element abundance constraints on dark radiation species require neutrino degeneracy parameter bounds from combined helium and deuterium nucleosynthesis yield data.,anthropic,2
The value of the contracts is about EUR 3.3 mn .,human,0
"New Orleans, LA - October 12, 2013 - The French Quarter pulsed with a vibrant energy this past weekend as thousands descended upon New Orleans for Southern Decadence, the city's annual celebration of LGBTQ+ culture. From the iconic Bourbon Street to the quieter, more intimate corners of the Garden District, the air crackled with a unique blend of revelry and acceptance. This year's Decadence, themed ""A Night in Rio,"" saw a kaleidoscope of costumes, from shimmering samba dancers to flamboyant drag queens, all united in a joyous expression of self-love and community. The streets transformed into a sea of color, music, and laughter, as locals and visitors alike embraced the spirit of the weekend.",google,1
